X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2021/04/15 00:00:00+00,309,242402,8,4820,2021/04/13 00:00:00+00,242051,14086,1512,28556,0,172,139,545,911,1107,1598,1953,115490,126516,45,7572,16844,42366,42689,39212,35772,26768,33,0,0,0,410,2493,3144,2020,13307,9929,7550
-7.692596,53.288234,2021/04/16 00:00:00+00,420,242819,11,4831,2021/04/14 00:00:00+00,242357,14104,1514,28566,0,172,139,545,913,1109,1602,1956,115657,126655,45,7595,16883,42415,42732,39276,35814,26791,34,0,0,0,411,2497,3147,2020,13323,9936,7550
-7.692596,53.288234,2021/04/17 00:00:00+00,420,243238,4,4835,2021/04/15 00:00:00+00,242776,14125,1519,28579,0,172,139,546,916,1112,1607,1957,115874,126855,47,7619,16948,42490,42800,39354,35872,26818,32,0,0,0,412,2500,3151,2021,13340,9942,7551
-7.692596,53.288234,2021/04/18 00:00:00+00,269,243508,1,4836,2021/04/16 00:00:00+00,243194,14136,1521,28589,0,173,139,547,917,1112,1610,1958,116084,127061,49,7647,17013,42553,42884,39424,35924,26857,32,0,0,0,413,2502,3153,2021,13352,9945,7553
-7.692596,53.288234,2021/04/19 00:00:00+00,403,243911,0,4836,2021/04/17 00:00:00+00,243461,14145,1522,28603,0,173,139,549,918,1112,1611,1959,116216,127196,49,7660,17053,42599,42932,39466,35963,26882,31,0,0,0,414,2505,3154,2021,13361,9949,7554
-7.692596,53.288234,2021/04/20 00:00:00+00,390,244297,11,4847,2021/04/18 00:00:00+00,243860,14163,1524,28622,0,173,139,550,919,1115,1616,1965,116426,127385,49,7693,17099,42684,42998,39529,36022,26914,30,0,0,0,415,2506,3155,2021,13374,9950,7555
-7.692596,53.288234,2021/04/21 00:00:00+00,401,244695,15,4856,2021/04/19 00:00:00+00,244247,14193,1525,28638,0,173,139,552,921,1119,1624,1968,116640,127558,49,7705,17148,42751,43065,39593,36072,26957,34,0,0,0,416,2515,3156,2022,13402,9953,7559
-7.692596,53.288234,2021/04/22 00:00:00+00,617,245310,10,4866,2021/04/20 00:00:00+00,244648,14219,1528,28651,0,173,140,554,924,1124,1625,1974,116858,127741,49,7734,17207,42824,43131,39660,36127,26984,31,0,0,0,417,2519,3159,2023,13415,9961,7563
-7.692596,53.288234,2021/04/23 00:00:00+00,434,245743,1,4867,2021/04/21 00:00:00+00,245260,14245,1529,28662,0,174,141,557,926,1126,1631,1976,117155,128056,49,7763,17295,42935,43229,39760,36223,27029,33,0,0,0,418,2526,3160,2024,13443,9976,7565
-7.692596,53.288234,2021/04/24 00:00:00+00,461,246204,5,4872,2021/04/22 00:00:00+00,245693,14261,1533,28672,0,174,142,559,926,1129,1632,1980,117382,128262,49,7779,17353,43027,43304,39840,36278,27066,31,0,0,0,419,2528,3162,2025,13457,9979,7568
-7.692596,53.288234,2021/04/25 00:00:00+00,429,246633,1,4873,2021/04/23 00:00:00+00,246151,14271,1533,28680,0,174,142,559,929,1132,1633,1981,117618,128484,49,7815,17432,43113,43373,39912,36343,27099,28,0,0,0,420,2528,3163,2026,13471,9981,7570
-7.692596,53.288234,2021/04/26 00:00:00+00,437,247069,1,4874,2021/04/24 00:00:00+00,246575,14281,1535,28687,0,175,142,561,930,1133,1636,1981,117855,128671,49,7837,17500,43197,43457,39983,36394,27122,29,0,0,0,421,2529,3164,2026,13488,9984,7571
-7.692596,53.288234,2021/04/27 00:00:00+00,426,247489,10,4884,2021/04/25 00:00:00+00,247012,14293,1537,28702,0,175,142,561,932,1138,1639,1981,118075,128888,49,7870,17565,43277,43541,40053,36457,27145,29,0,0,0,422,2531,3164,2026,13499,9991,7572
-7.692596,53.288234,2021/04/28 00:00:00+00,371,247857,13,4896,2021/04/26 00:00:00+00,247435,14322,1541,28711,0,177,146,566,937,1139,1645,1985,118279,129107,49,7905,17627,43367,43603,40118,36513,27181,29,0,0,0,423,2532,3165,2026,13507,9999,7573
-7.692596,53.288234,2021/04/29 00:00:00+00,474,248326,3,4899,2021/04/27 00:00:00+00,247804,14339,1541,28722,0,177,146,569,938,1141,1649,1990,118467,129288,49,7932,17685,43444,43656,40184,36555,27209,28,0,0,0,424,2534,3165,2026,13519,10002,7576
-7.692596,53.288234,2021/04/30 00:00:00+00,545,248870,4,4903,2021/04/28 00:00:00+00,248275,14357,1544,28737,0,177,147,569,940,1144,1651,1994,118703,129520,52,7973,17764,43513,43734,40254,36629,27250,32,0,0,0,425,2537,3167,2027,13530,10009,7577
-7.692596,53.288234,2021/05/01 00:00:00+00,569,249437,3,4906,2021/04/29 00:00:00+00,248816,14368,1545,28748,0,178,147,569,940,1147,1651,1998,118999,129764,53,7993,17858,43634,43827,40347,36692,27287,29,0,0,0,426,2539,3167,2028,13544,10013,7579
-7.692596,53.288234,2021/05/02 00:00:00+00,402,249838,1,4906,2021/04/30 00:00:00+00,249385,14379,1545,28756,0,179,147,570,942,1149,1651,1999,119275,130055,55,8030,17962,43759,43911,40440,36765,27317,26,0,0,0,427,2540,3170,2028,13561,10019,7579
-7.692596,53.288234,2021/05/03 00:00:00+00,453,250290,0,4906,2021/05/01 00:00:00+00,249785,14387,1545,28764,0,180,148,571,943,1150,1652,2000,119493,130237,55,8048,18016,43842,43982,40530,36820,27335,31,0,0,0,428,2541,3170,2028,13566,10024,7580
-7.692596,53.288234,2021/05/04 00:00:00+00,383,250672,2,4908,2021/05/02 00:00:00+00,250236,14397,1547,28774,0,180,149,572,944,1150,1654,2001,119694,130487,55,8071,18124,43934,44041,40603,36876,27360,25,0,0,0,429,2545,3170,2028,13579,10026,7580
-7.692596,53.288234,2021/05/05 00:00:00+00,418,251087,7,4915,2021/05/03 00:00:00+00,250612,14405,1548,28787,0,180,150,573,944,1153,1655,2001,119889,130668,55,8104,18202,43997,44091,40677,36931,27378,28,0,0,0,430,2546,3171,2028,13582,10028,7580
-7.692596,53.288234,2021/05/06 00:00:00+00,393,251474,8,4921,2021/05/04 00:00:00+00,251028,14424,1550,28799,0,181,151,573,946,1159,1658,2003,120090,130882,56,8139,18273,44078,44142,40743,36986,27412,29,0,0,0,431,2550,3171,2028,13602,10030,7581
-7.692596,53.288234,2021/05/07 00:00:00+00,434,251904,4,4918,2021/05/05 00:00:00+00,251420,14433,1550,28807,0,182,152,573,947,1159,1658,2004,120270,131094,56,8162,18346,44148,44213,40815,37035,27430,28,0,0,0,432,2553,3172,2029,13614,10033,7582
-7.692596,53.288234,2021/05/08 00:00:00+00,408,252303,1,4919,2021/05/06 00:00:00+00,251848,14445,1551,28820,0,183,153,573,949,1159,1660,2006,120489,131303,56,8185,18406,44208,44325,40901,37075,27462,30,0,0,0,433,2555,3174,2029,13627,10035,7582
-7.692596,53.288234,2021/05/09 00:00:00+00,514,252809,2,4921,2021/05/07 00:00:00+00,252255,14450,1551,28836,0,184,153,574,949,1160,1660,2007,120693,131506,56,8204,18458,44291,44405,40980,37131,27484,31,0,0,0,434,2556,3174,2029,13641,10037,7582
-7.692596,53.288234,2021/05/10 00:00:00+00,381,253189,0,4921,2021/05/08 00:00:00+00,252769,14460,1555,28850,0,186,153,574,950,1163,1661,2008,120957,131756,56,8241,18562,44364,44495,41064,37196,27531,28,0,0,0,435,2557,3175,2029,13654,10038,7582
-7.692596,53.288234,2021/05/11 00:00:00+00,379,253567,9,4929,2021/05/09 00:00:00+00,253150,14465,1555,28858,0,186,153,574,950,1164,1662,2009,121149,131945,56,8266,18623,44432,44552,41147,37251,27551,31,0,0,0,436,2559,3175,2029,13664,10040,7582
-7.692596,53.288234,2021/05/12 00:00:00+00,448,254013,8,4937,2021/05/10 00:00:00+00,253530,14483,1558,28866,0,186,153,576,954,1166,1668,2010,121341,132132,57,8283,18694,44494,44636,41205,37306,27572,29,0,0,0,437,2561,3176,2029,13672,10043,7583
-7.692596,53.288234,2021/05/13 00:00:00+00,456,254450,0,4937,2021/05/11 00:00:00+00,253981,14493,1559,28873,0,187,153,577,958,1166,1670,2011,121559,132365,57,8309,18779,44552,44738,41287,37364,27598,29,0,0,0,438,2561,3177,2029,13681,10048,7583
-7.692596,53.288234,2021/05/14 00:00:00+00,425,254870,4,4941,2021/05/12 00:00:00+00,254449,14500,1561,28852,0,188,153,578,959,1168,1670,2013,121798,132594,57,8349,18866,44634,44810,41385,37420,27623,27,0,0,0,439,2561,3177,2029,13686,10051,7583
-7.692596,53.288234,2021/05/15 00:00:00+00,461,255331,0,4941,2021/05/13 00:00:00+00,255031,14515,1565,28852,0,188,153,578,960,1171,1673,2017,122086,132888,57,8378,18972,44737,44900,41506,37493,27661,30,0,0,0,440,2562,3180,2029,13700,10058,7584
-7.692596,53.288234,2021/05/16 00:00:00+00,375,255706,0,4941,2021/05/14 00:00:00+00,255506,14517,1565,28852,0,188,153,579,961,1171,1673,2017,122350,133099,57,8416,19048,44820,44982,41603,37556,27681,29,0,0,0,441,2562,3180,2029,13714,10060,7584
-7.692596,53.288234,2021/05/17 00:00:00+00,379,256085,0,4941,2021/05/15 00:00:00+00,255813,14522,1568,28852,0,188,153,579,962,1171,1673,2019,122509,133247,57,8433,19106,44871,45029,41660,37602,27706,31,0,0,0,442,2564,3180,2029,13720,10060,7584
-7.692596,53.288234,2021/05/18 00:00:00+00,365,256450,0,4941,2021/05/16 00:00:00+00,256163,14522,1568,28852,0,188,153,579,962,1171,1673,2019,122684,133422,57,8455,19165,44955,45080,41720,37646,27724,27,0,0,0,443,2564,3180,2029,13728,10061,7587
-7.692596,53.288234,2021/05/19 00:00:00+00,526,256976,0,4941,2021/05/17 00:00:00+00,256513,14524,1568,28852,0,188,153,579,964,1171,1673,2019,122847,133609,57,8469,19243,45023,45128,41789,37686,27746,28,0,0,0,444,2564,3180,2029,13736,10064,7587
-7.692596,53.288234,2021/05/20 00:00:00+00,470,257446,0,4941,2021/05/18 00:00:00+00,256988,14529,1571,28852,0,188,153,579,964,1172,1675,2019,123084,133847,57,8490,19338,45131,45201,41870,37747,27768,26,0,0,0,445,2565,3180,2030,13747,10066,7588
-7.692596,53.288234,2021/05/21 00:00:00+00,533,257979,0,4941,2021/05/19 00:00:00+00,257406,14533,1574,28852,0,188,153,579,964,1173,1676,2020,123294,134053,59,8512,19430,45218,45266,41934,37784,27809,26,0,0,0,446,2566,3180,2030,13756,10067,7588
-7.692596,53.288234,2021/05/22 00:00:00+00,384,258363,0,4941,2021/05/20 00:00:00+00,257927,14536,1575,28852,0,188,153,579,964,1174,1677,2021,123553,134313,61,8539,19519,45361,45328,42022,37843,27851,25,0,0,0,447,2566,3180,2030,13767,10067,7588
-7.692596,53.288234,2021/05/23 00:00:00+00,447,258810,0,4941,2021/05/21 00:00:00+00,258276,14540,1575,28852,0,189,153,579,964,1175,1677,2022,123731,134478,67,8558,19585,45463,45371,42077,37883,27872,22,0,0,0,448,2566,3180,2031,13768,10068,7589
-7.692596,53.288234,2021/05/24 00:00:00+00,349,259159,0,4941,2021/05/22 00:00:00+00,258695,14543,1575,28852,0,190,153,580,964,1175,1678,2022,123938,134689,68,8577,19649,45598,45421,42130,37940,27905,23,0,0,0,449,2566,3180,2031,13774,10069,7590
-7.692596,53.288234,2021/05/25 00:00:00+00,353,259512,0,4941,2021/05/23 00:00:00+00,259012,14546,1575,28852,0,190,153,580,966,1175,1678,2023,124090,134853,69,8597,19726,45670,45468,42188,37967,27917,22,0,0,0,450,2566,3180,2031,13776,10071,7590
-7.692596,53.288234,2021/05/26 00:00:00+00,445,259957,0,4941,2021/05/24 00:00:00+00,259351,14557,1577,28852,0,190,153,580,967,1176,1682,2026,124274,135008,69,8626,19798,45759,45507,42234,38003,27938,22,0,0,0,451,2567,3181,2031,13781,10073,7590
-7.692596,53.288234,2021/05/27 00:00:00+00,432,260389,0,4941,2021/05/25 00:00:00+00,259788,14561,1578,28852,0,190,154,581,967,1176,1683,2026,124479,135240,69,8654,19893,45870,45567,42301,38059,27953,22,0,0,0,452,2567,3182,2031,13784,10074,7591
-7.692596,53.288234,2021/05/28 00:00:00+00,461,260850,0,4941,2021/05/26 00:00:00+00,260204,14566,1578,28852,0,190,154,581,969,1177,1684,2027,124711,135422,71,8678,19967,46002,45616,42368,38096,27984,23,0,0,0,453,2567,3182,2031,13786,10074,7591
-7.692596,53.288234,2021/05/29 00:00:00+00,456,261306,0,4941,2021/05/27 00:00:00+00,260630,14572,1578,28852,0,190,154,581,970,1177,1685,2029,124927,135632,71,8704,20035,46114,45682,42439,38141,28012,25,0,0,0,454,2567,3183,2032,13793,10076,7592
-7.692596,53.288234,2021/05/30 00:00:00+00,367,261673,0,4941,2021/05/28 00:00:00+00,261090,14574,1580,28852,0,190,154,582,970,1177,1686,2029,125155,135862,73,8727,20150,46223,45736,42518,38191,28036,23,0,0,0,455,2567,3183,2032,13797,10078,7592
-7.692596,53.288234,2021/05/31 00:00:00+00,370,262043,0,4941,2021/05/29 00:00:00+00,261458,14581,1581,28852,0,190,154,582,972,1177,1687,2031,125327,136057,74,8757,20224,46298,45783,42586,38239,28055,25,0,0,0,456,2567,3183,2034,13799,10080,7595
-7.692596,53.288234,2021/06/01 00:00:00+00,337,262380,0,4941,2021/05/30 00:00:00+00,261820,14584,1581,28852,0,190,154,582,972,1178,1687,2032,125509,136237,74,8773,20296,46374,45843,42640,38287,28084,27,0,0,0,457,2567,3183,2035,13804,10081,7596
-7.692596,53.288234,2021/06/02 00:00:00+00,407,262787,0,4941,2021/05/31 00:00:00+00,262135,14584,1581,28852,0,190,154,582,972,1178,1687,2032,125659,136401,75,8790,20359,46444,45892,42705,38323,28096,26,0,0,0,458,2567,3183,2035,13807,10081,7596
-7.692596,53.288234,2021/06/03 00:00:00+00,465,263252,0,4941,2021/06/01 00:00:00+00,262528,14589,1581,28852,0,190,154,583,973,1180,1687,2033,125878,136575,75,8809,20448,46522,45942,42777,38374,28120,27,0,0,0,459,2567,3183,2035,13814,10083,7597
-7.692596,53.288234,2021/06/04 00:00:00+00,529,263769,0,4941,2021/06/02 00:00:00+00,263006,14596,1581,28852,0,190,154,583,973,1181,1687,2037,126123,136808,75,8848,20542,46618,46009,42858,38440,28147,26,0,0,0,460,2568,3184,2035,13820,10085,7597
-7.692596,53.288234,2021/06/05 00:00:00+00,416,264153,0,4941,2021/06/03 00:00:00+00,263506,14600,1581,28852,0,190,154,583,975,1182,1688,2037,126395,137036,75,8883,20649,46744,46081,42953,38485,28162,23,0,0,0,461,2568,3184,2035,13825,10085,7597
-7.692596,53.288234,2021/06/06 00:00:00+00,313,264466,0,4941,2021/06/04 00:00:00+00,263901,14604,1581,28852,0,190,154,583,975,1183,1688,2038,126589,137237,75,8907,20729,46845,46145,43012,38524,28175,24,0,0,0,462,2570,3184,2035,13836,10087,7599
-7.692596,53.288234,2021/06/07 00:00:00+00,377,264843,0,4941,2021/06/05 00:00:00+00,264209,14607,1581,28852,0,190,155,583,975,1183,1689,2038,126736,137398,75,8924,20792,46926,46186,43067,38555,28188,24,0,0,0,463,2570,3185,2035,13840,10089,7600
-7.692596,53.288234,2021/06/08 00:00:00+00,271,265114,0,4941,2021/06/06 00:00:00+00,264572,14611,1581,28852,0,190,155,583,975,1183,1692,2039,126917,137580,75,8947,20861,47012,46233,43123,38603,28212,25,0,0,0,464,2570,3185,2035,13846,10090,7603
-7.692596,53.288234,2021/06/09 00:00:00+00,259,265341,0,4941,2021/06/07 00:00:00+00,264825,14612,1582,28852,0,190,155,583,975,1183,1693,2039,127035,137715,75,8955,20910,47083,46275,43160,38637,28218,24,0,0,0,465,2570,3185,2035,13851,10091,7603
-7.692596,53.288234,2021/06/10 00:00:00+00,398,265739,0,4941,2021/06/08 00:00:00+00,265086,14619,1582,28852,0,191,156,584,975,1183,1693,2041,127174,137837,75,8970,20953,47152,46315,43209,38658,28233,26,0,0,0,466,2571,3185,2036,13858,10091,7605
-7.692596,53.288234,2021/06/11 00:00:00+00,319,266058,0,4941,2021/06/09 00:00:00+00,265453,14629,1582,28852,0,191,156,584,977,1185,1696,2042,127342,138036,75,8995,21009,47252,46379,43282,38687,28244,25,0,0,0,467,2573,3185,2036,13865,10092,7606
-7.692596,53.288234,2021/06/12 00:00:00+00,431,266489,0,4941,2021/06/10 00:00:00+00,265732,14634,1582,28852,0,191,156,584,980,1186,1696,2043,127486,138171,75,9007,21052,47332,46441,43322,38711,28258,25,0,0,0,468,2573,3185,2036,13867,10093,7606
-7.692596,53.288234,2021/06/13 00:00:00+00,315,266804,0,4941,2021/06/11 00:00:00+00,266101,14636,1583,28852,0,191,156,584,980,1186,1696,2043,127683,138343,75,9030,21110,47438,46511,43372,38747,28273,24,0,0,0,469,2573,3187,2036,13874,10097,7606
-7.692596,53.288234,2021/06/14 00:00:00+00,242,267006,0,4941,2021/06/12 00:00:00+00,266407,14640,1583,28852,0,191,156,584,980,1186,1696,2045,127832,138500,75,9048,21142,47532,46574,43421,38774,28288,26,0,0,0,470,2573,3188,2037,13879,10098,7608
-7.692596,53.288234,2021/06/15 00:00:00+00,283,267289,0,4941,2021/06/13 00:00:00+00,266649,14641,1584,28852,0,191,156,584,980,1186,1696,2046,127958,138616,75,9062,21174,47618,46611,43462,38796,28296,22,0,0,0,471,2573,3188,2037,13881,10098,7608
-7.692596,53.288234,2021/06/16 00:00:00+00,329,267576,0,4941,2021/06/14 00:00:00+00,266909,14647,1586,28852,0,192,156,584,980,1188,1697,2046,128094,138740,75,9085,21218,47678,46657,43508,38823,28301,25,0,0,0,472,2575,3188,2037,13888,10100,7608
-7.692596,53.288234,2021/06/17 00:00:00+00,373,267949,38,4979,2021/06/15 00:00:00+00,267225,14649,1586,28852,0,192,157,584,981,1188,1697,2046,128256,138894,75,9097,21262,47768,46720,43570,38853,28314,26,0,0,0,473,2575,3188,2037,13889,10101,7608
-7.692596,53.288234,2021/06/18 00:00:00+00,313,268251,,4979,2021/06/16 00:00:00+00,267575,14658,1587,28852,0,192,157,584,982,1190,1697,2047,128432,139068,75,9111,21324,47861,46774,43636,38884,28334,26,0,0,0,474,2577,3189,2039,13894,10103,7611
-7.692596,53.288234,2021/06/19 00:00:00+00,393,268644,,4979,2021/06/17 00:00:00+00,267898,14663,1587,28852,0,192,157,585,983,1191,1698,2047,128602,139221,75,9126,21359,47965,46836,43696,38914,28345,25,0,0,0,475,2577,3189,2040,13897,10104,7613
-7.692596,53.288234,2021/06/20 00:00:00+00,288,269037,,4979,2021/06/18 00:00:00+00,268225,14666,1588,28852,0,193,157,585,983,1192,1698,2048,128767,139383,75,9142,21408,48064,46899,43747,38937,28360,24,0,0,0,476,2577,3189,2040,13906,10105,7614
-7.692596,53.288234,2021/06/21 00:00:00+00,284,269321,,4979,2021/06/19 00:00:00+00,268478,14669,1588,28852,0,194,157,585,984,1192,1699,2048,128901,139502,75,9159,21447,48134,46943,43792,38962,28371,25,0,0,0,477,2577,3189,2040,13907,10106,7614
-7.692596,53.288234,2021/06/22 00:00:00+00,294,269495,,4979,2021/06/20 00:00:00+00,268683,14675,1588,28852,0,194,157,585,985,1195,1699,2049,129000,139608,75,9170,21478,48179,46989,43829,38983,28379,28,0,0,0,478,2577,3189,2041,13912,10106,7615
-7.692596,53.288234,2021/06/23 00:00:00+00,348,269793,10,4989,2021/06/21 00:00:00+00,268977,14677,1590,28852,0,194,157,586,985,1195,1699,2049,129147,139755,75,9193,21524,48241,47035,43885,39015,28394,27,0,0,0,479,2578,3189,2041,13921,10109,7617
-7.692596,53.288234,2021/06/24 00:00:00+00,304,270097,,4989,2021/06/22 00:00:00+00,269315,14681,1591,28852,0,194,157,587,985,1196,1700,2049,129319,139921,75,9210,21575,48332,47099,43944,39044,28410,26,0,0,0,480,2578,3190,2041,13931,10110,7617
-7.692596,53.288234,2021/06/25 00:00:00+00,380,270477,,4989,2021/06/23 00:00:00+00,269599,14685,1591,28852,0,194,157,587,985,1196,1703,2049,129475,140049,75,9225,21610,48431,47146,43988,39072,28421,23,0,0,0,481,2578,3191,2041,13934,10112,7617
-7.692596,53.288234,2021/06/26 00:00:00+00,443,270920,,4989,2021/06/24 00:00:00+00,269943,14693,1594,28852,0,194,158,588,986,1198,1704,2049,129644,140224,75,9239,21661,48543,47207,44040,39098,28437,24,0,0,0,482,2580,3191,2041,13945,10112,7618
-7.692596,53.288234,2021/06/27 00:00:00+00,340,271260,,4989,2021/06/25 00:00:00+00,270346,14696,1594,28852,0,195,159,588,987,1198,1704,2049,129837,140434,75,9256,21738,48637,47305,44087,39141,28454,26,0,0,0,483,2580,3191,2041,13953,10114,7618
-7.692596,53.288234,2021/06/28 00:00:00+00,305,271589,,4989,2021/06/26 00:00:00+00,270701,14700,1594,28852,0,196,159,588,988,1199,1704,2049,130020,140606,75,9272,21800,48731,47353,44154,39181,28474,25,0,0,0,484,2580,3192,2041,13960,10115,7618
-7.692596,53.288234,2021/06/29 00:00:00+00,351,271931,,4989,2021/06/27 00:00:00+00,270984,14702,1596,28852,0,196,159,588,988,1199,1704,2050,130164,140745,75,9278,21853,48809,47400,44199,39207,28496,25,0,0,0,485,2581,3192,2041,13966,10115,7618
-7.692596,53.288234,2021/06/30 00:00:00+00,452,272336,9,4998,2021/06/28 00:00:00+00,271335,14709,1598,28852,0,196,159,589,988,1201,1704,2051,130332,140928,75,9298,21914,48898,47450,44256,39252,28516,25,0,0,0,486,2582,3194,2041,13972,10117,7619
-7.692596,53.288234,2021/07/01 00:00:00+00,448,272784,2,5000,2021/06/29 00:00:00+00,271748,14711,1599,28852,0,196,159,590,988,1202,1704,2051,130552,141120,76,9322,21988,49012,47522,44328,39283,28534,24,0,0,0,487,2582,3194,2041,13975,10120,7621
-7.692596,53.288234,2021/07/02 00:00:00+00,512,273296,,5000,2021/06/30 00:00:00+00,272178,14715,1599,28852,0,196,159,590,989,1204,1704,2051,130773,141329,76,9337,22047,49143,47609,44401,39317,28551,25,0,0,0,488,2582,3194,2042,13985,10122,7623
-7.692596,53.288234,2021/07/03 00:00:00+00,448,273744,,5000,2021/07/01 00:00:00+00,272688,14718,1600,28852,0,196,159,591,989,1205,1704,2051,131023,141589,76,9365,22116,49314,47705,44474,39351,28576,24,0,0,0,489,2583,3194,2042,13997,10123,7623
-7.692596,53.288234,2021/07/04 00:00:00+00,562,274306,,5000,2021/07/02 00:00:00+00,273202,14726,1602,28852,0,196,159,592,989,1206,1706,2053,131291,141835,76,9390,22188,49498,47789,44558,39386,28595,23,0,0,0,490,2584,3195,2042,14002,10128,7624
-7.692596,53.288234,2021/07/05 00:00:00+00,365,274641,,5000,2021/07/03 00:00:00+00,273670,14732,1602,28852,0,196,159,594,989,1207,1707,2053,131528,142066,76,9421,22269,49637,47889,44611,39422,28611,23,0,0,0,491,2585,3196,2042,14013,10129,7624
-7.692596,53.288234,2021/07/06 00:00:00+00,397,275038,,5000,2021/07/04 00:00:00+00,274040,14737,1602,28852,0,196,159,594,989,1210,1708,2054,131719,142245,76,9434,22338,49762,47948,44674,39444,28624,23,0,0,0,492,2585,3196,2042,14016,10131,7625
-7.692596,53.288234,2021/07/07 00:00:00+00,581,275571,6,5006,2021/07/05 00:00:00+00,274414,14744,1603,28852,0,196,159,595,990,1211,1710,2055,131901,142436,77,9449,22391,49887,48006,44729,39482,28643,24,0,0,0,493,2585,3196,2042,14022,10134,7626
-7.692596,53.288234,2021/07/08 00:00:00+00,534,276104,,5006,2021/07/06 00:00:00+00,274993,14752,1606,28852,0,196,159,595,991,1213,1711,2056,132180,142736,77,9481,22479,50072,48118,44802,39530,28666,23,0,0,0,494,2586,3196,2044,14035,10137,7628
-7.692596,53.288234,2021/07/09 00:00:00+00,631,276735,,5006,2021/07/07 00:00:00+00,275493,14755,1606,28852,0,196,159,595,991,1214,1712,2056,132410,143006,77,9504,22539,50235,48233,44870,39566,28683,25,0,0,0,495,2586,3196,2045,14046,10143,7629
-7.692596,53.288234,2021/07/10 00:00:00+00,581,277316,,5006,2021/07/08 00:00:00+00,276095,14769,1610,28852,0,197,159,599,993,1216,1715,2057,132730,143288,77,9532,22622,50466,48364,44926,39603,28707,23,0,0,0,496,2587,3196,2045,14054,10144,7632
-7.692596,53.288234,2021/07/11 00:00:00+00,576,277892,,5006,2021/07/09 00:00:00+00,276684,14774,1611,28852,0,197,159,599,994,1216,1716,2057,133036,143571,77,9553,22679,50694,48512,44997,39632,28727,24,0,0,0,497,2588,3197,2046,14064,10147,7634
-7.692596,53.288234,2021/07/12 00:00:00+00,600,278464,,5006,2021/07/10 00:00:00+00,277166,14779,1612,28852,0,197,159,599,996,1217,1716,2059,133280,143809,77,9576,22720,50885,48615,45064,39660,28750,24,0,0,0,498,2588,3197,2046,14069,10147,7635
-7.692596,53.288234,2021/07/13 00:00:00+00,589,279053,,5006,2021/07/11 00:00:00+00,277706,14782,1612,28852,0,197,159,599,997,1218,1717,2059,133546,144083,77,9596,22774,51136,48709,45112,39693,28771,22,0,0,0,499,2588,3197,2046,14084,10151,7635
-7.692596,53.288234,2021/07/14 00:00:00+00,783,279790,12,5018,2021/07/12 00:00:00+00,278154,14789,1615,28852,0,197,160,599,998,1218,1719,2059,133768,144309,77,9618,22825,51335,48777,45169,39717,28781,22,0,0,0,500,2590,3198,2046,14097,10154,7635
-7.692596,53.288234,2021/07/15 00:00:00+00,994,280784,,5018,2021/07/13 00:00:00+00,278961,14796,1616,28852,0,197,160,599,998,1221,1721,2059,134166,144718,77,9652,22878,51685,48931,45285,39766,28803,23,0,0,0,501,2590,3199,2047,14118,10160,7637
-7.692596,53.288234,2021/07/16 00:00:00+00,1173,281954,,5018,2021/07/14 00:00:00+00,279886,14812,1616,28852,0,197,160,603,1001,1223,1723,2060,134653,145156,77,9696,22936,52062,49161,45397,39807,28837,24,0,0,0,502,2593,3200,2047,14141,10166,7637
-7.692596,53.288234,2021/07/17 00:00:00+00,1377,283331,,5018,2021/07/15 00:00:00+00,281036,14826,1618,28852,0,198,160,605,1002,1223,1724,2064,135279,145680,77,9747,23025,52551,49413,45518,39874,28894,23,0,0,0,503,2596,3200,2049,14159,10169,7640
-7.692596,53.288234,2021/07/18 00:00:00+00,1179,284510,,5018,2021/07/16 00:00:00+00,282322,14848,1620,28852,0,201,161,607,1006,1225,1725,2065,135969,146276,77,9793,23110,53100,49698,45659,39945,28958,24,0,0,0,504,2598,3203,2052,14187,10180,7646
-7.692596,53.288234,2021/07/19 00:00:00+00,1071,285581,,5018,2021/07/17 00:00:00+00,283474,14851,1620,28852,0,201,161,607,1006,1225,1725,2065,136580,146816,78,9836,23206,53583,49942,45794,40020,29006,23,0,0,0,505,2598,3204,2054,14201,10191,7648
-7.692596,53.288234,2021/07/20 00:00:00+00,1110,286691,,5018,2021/07/18 00:00:00+00,284516,14858,1620,28852,0,202,161,608,1011,1225,1725,2065,137146,147292,78,9871,23293,54062,50128,45906,40082,29061,22,0,0,0,506,2598,3204,2054,14220,10196,7650
-7.692596,53.288234,2021/07/21 00:00:00+00,1378,287951,8,5026,2021/07/19 00:00:00+00,285558,14871,1621,28852,0,202,161,611,1015,1226,1726,2067,137679,147800,79,9915,23390,54491,50324,46023,40157,29115,23,0,0,0,507,2599,3204,2055,14244,10200,7652
